entailment	Matthew is a nurse and James is too.	James is a nurse.
entailment	Donna is a cook and Thomas is too.	Thomas is a cook.
entailment	Alex is a teacher and Robert is too.	Robert is a teacher.
entailment	Sharon is a hairdresser and Frederick is too.	Frederick is a hairdresser.
entailment	Alex is a police officer and Daniel is too.	Daniel is a police officer.
entailment	Linda is a journalist and Evelyn is too.	Evelyn is a journalist.
entailment	Nick is an actor and Mary is too.	Mary is an actor.
entailment	Ralph is a dietitian and Ben is too.	Ben is a dietitian.
entailment	Colin is a mechanic and Roy is too.	Roy is a mechanic.
entailment	Steven is a model and Alison is too.	Alison is a model.
entailment	Anne is a judge and Jonathan is too.	Jonathan is a judge.
entailment	Anne is an accountant and Emma is too.	Emma is an accountant.
entailment	Kate is a hairdresser and Kathleen is too.	Kathleen is a hairdresser.
entailment	Alice is a designer and Ellen is too.	Ellen is a designer.
entailment	Kim is a farmer and Sara is too.	Sara is a farmer.
entailment	Sarah is a physician and Sophie is too.	Sophie is a physician.
entailment	Emma is a dentist and Robert is too.	Robert is a dentist.
entailment	Kevin is a secretary and Julie is too.	Julie is a secretary.
entailment	Victoria is an author and Cynthia is too.	Cynthia is an author.
entailment	Kenneth is a professor and Maria is too.	Maria is a professor.
entailment	Christopher is a lawyer and Jim is too.	Jim is a lawyer.
entailment	Elizabeth is a physician and Joseph is too.	Joseph is a physician.
entailment	Linda is a scientist and Lynn is too.	Lynn is a scientist.
entailment	Benjamin is a model and Margaret is too.	Margaret is a model.
entailment	Jonathan is a photographer and Patrick is too.	Patrick is a photographer.
entailment	Frances is an accountant and Colin is too.	Colin is an accountant.
entailment	Sam is an aviator and Greg is too.	Greg is an aviator.
entailment	Albert is a designer and Stephanie is too.	Stephanie is a designer.
entailment	Jay is a police officer and Emily is too.	Emily is a police officer.
entailment	Ruth is a plumber and Bill is too.	Bill is a plumber.
entailment	Emily is a lawyer and Eric is too.	Eric is a lawyer.
entailment	Annie is an artist and Louise is too.	Louise is an artist.
entailment	Keith is an actor and David is too.	David is an actor.
entailment	Claire is a firefighter and Joe is too.	Joe is a firefighter.
entailment	Mark is a farmer and Paul is too.	Paul is a farmer.
entailment	Frank is a cook and Billy is too.	Billy is a cook.
entailment	Amy is a lecturer and Kathleen is too.	Kathleen is a lecturer.
entailment	Amy is a model and Peter is too.	Peter is a model.
entailment	Frank is an accountant and Emily is too.	Emily is an accountant.
entailment	Ellen is a mechanic and Kate is too.	Kate is a mechanic.
entailment	Kathy is a farmer and Leslie is too.	Leslie is a farmer.
entailment	Kim is an actor and Judy is too.	Judy is an actor.
entailment	Annie is a writer and Andrew is too.	Andrew is a writer.
entailment	Edward is an artist and Bobby is too.	Bobby is an artist.
entailment	Jennifer is a teacher and Ralph is too.	Ralph is a teacher.
entailment	Wendy is an aviator and Alexandra is too.	Alexandra is an aviator.
entailment	Charlotte is an aviator and Lisa is too.	Lisa is an aviator.
entailment	Marie is a butler and Michael is too.	Michael is a butler.
entailment	Al is a journalist and David is too.	David is a journalist.
entailment	Victoria is a nurse and Jay is too.	Jay is a nurse.
entailment	John is an actor and Eric is too.	Eric is an actor.
entailment	Jeff is a model and Amy is too.	Amy is a model.
entailment	Charlie is a chef and Simon is too.	Simon is a chef.
entailment	Sandra is a designer and Deborah is too.	Deborah is a designer.
entailment	Emma is a writer and Ray is too.	Ray is a writer.
entailment	Sally is a mechanic and Colin is too.	Colin is a mechanic.
entailment	Ryan is a secretary and Frank is too.	Frank is a secretary.
entailment	Diana is an architect and Jessica is too.	Jessica is an architect.
entailment	Lynn is an economist and Betty is too.	Betty is an economist.
entailment	Bobby is a police officer and Alan is too.	Alan is a police officer.
entailment	Jim is a police officer and Roy is too.	Roy is a police officer.
entailment	Dorothy is a scientist and Donna is too.	Donna is a scientist.
entailment	Wendy is a lawyer and Karen is too.	Karen is a lawyer.
entailment	Mary is a writer and Judith is too.	Judith is a writer.
entailment	Jim is a judge and Tony is too.	Tony is a judge.
entailment	Scott is a dentist and Nicole is too.	Nicole is a dentist.
entailment	Judith is a scientist and Caroline is too.	Caroline is a scientist.
entailment	Wendy is a designer and Andrea is too.	Andrea is a designer.
entailment	Johnny is a mechanic and Sarah is too.	Sarah is a mechanic.
entailment	Carol is a nurse and Sara is too.	Sara is a nurse.
entailment	Stephanie is a nurse and Daniel is too.	Daniel is a nurse.
entailment	Lynn is a cook and Linda is too.	Linda is a cook.
entailment	Evelyn is a police officer and Sandra is too.	Sandra is a police officer.
entailment	Dorothy is a tailor and Sally is too.	Sally is a tailor.
entailment	Michael is a police officer and Bruce is too.	Bruce is a police officer.
entailment	Walter is a plumber and Elaine is too.	Elaine is a plumber.
entailment	Howard is a teacher and Martin is too.	Martin is a teacher.
entailment	Linda is a dietitian and Diane is too.	Diane is a dietitian.
entailment	Jim is an actor and Mike is too.	Mike is an actor.
entailment	Dave is a physician and Suzanne is too.	Suzanne is a physician.
entailment	Judy is a photographer and Ruth is too.	Ruth is a photographer.
entailment	Samuel is a designer and Ben is too.	Ben is a designer.
entailment	Scott is a teacher and Victoria is too.	Victoria is a teacher.
entailment	Johnny is a mechanic and Anne is too.	Anne is a mechanic.
entailment	Anne is a cook and Claire is too.	Claire is a cook.
entailment	Dick is a librarian and Andrea is too.	Andrea is a librarian.
entailment	Frances is a lecturer and Fred is too.	Fred is a lecturer.
entailment	Emily is a judge and Linda is too.	Linda is a judge.
entailment	Charlotte is a butler and Francis is too.	Francis is a butler.
entailment	Mike is a plumber and Jane is too.	Jane is a plumber.
entailment	Ruth is a chef and Claire is too.	Claire is a chef.
entailment	Eleanor is a farmer and Charles is too.	Charles is a farmer.
entailment	Bobby is a cook and Sarah is too.	Sarah is a cook.
entailment	Richard is a writer and Virginia is too.	Virginia is a writer.
entailment	Lauren is a judge and Annie is too.	Annie is a judge.
entailment	Ruth is a police officer and Michael is too.	Michael is a police officer.
entailment	Patricia is an actor and Kate is too.	Kate is an actor.
entailment	Jay is a farmer and Laura is too.	Laura is a farmer.
entailment	Sarah is a model and Diane is too.	Diane is a model.
entailment	Elaine is a cook and Bob is too.	Bob is a cook.
entailment	Virginia is a farmer and Roy is too.	Roy is a farmer.
entailment	Catherine is a judge and Charlie is too.	Charlie is a judge.
entailment	Janet is a dietitian and Andrew is too.	Andrew is a dietitian.
entailment	Tim is a scientist and Francis is too.	Francis is a scientist.
entailment	Jessica is an architect and Margaret is too.	Margaret is an architect.
entailment	Diane is a police officer and Margaret is too.	Margaret is a police officer.
entailment	Ed is an actor and Patricia is too.	Patricia is an actor.
entailment	Patrick is a tailor and Bruce is too.	Bruce is a tailor.
entailment	Stephen is a mechanic and Carl is too.	Carl is a mechanic.
entailment	Bruce is an actor and Samuel is too.	Samuel is an actor.
entailment	Dan is a farmer and Christopher is too.	Christopher is a farmer.
entailment	Jill is a chef and Rebecca is too.	Rebecca is a chef.
entailment	Christopher is a nurse and Karen is too.	Karen is a nurse.
entailment	Stephen is a chef and Nicole is too.	Nicole is a chef.
entailment	Matt is a butler and Elizabeth is too.	Elizabeth is a butler.
entailment	Tim is a firefighter and Victoria is too.	Victoria is a firefighter.
entailment	Susan is a lecturer and Carolyn is too.	Carolyn is a lecturer.
entailment	Pamela is an economist and Stephanie is too.	Stephanie is an economist.
entailment	Suzanne is a mechanic and Nancy is too.	Nancy is a mechanic.
entailment	Ed is a journalist and Edwin is too.	Edwin is a journalist.
entailment	Ryan is a police officer and Keith is too.	Keith is a police officer.
entailment	Eleanor is an architect and Bobby is too.	Bobby is an architect.
entailment	Sophie is a professor and Walter is too.	Walter is a professor.
entailment	Ian is a mechanic and Katie is too.	Katie is a mechanic.
entailment	Grace is a physician and Jill is too.	Jill is a physician.
entailment	Patrick is a nurse and Kim is too.	Kim is a nurse.
entailment	Carolyn is an actor and Steven is too.	Steven is an actor.
entailment	Matt is a professor and Alex is too.	Alex is a professor.
entailment	Don is a secretary and Louise is too.	Louise is a secretary.
entailment	Sam is a hairdresser and Rachel is too.	Rachel is a hairdresser.
entailment	Samuel is a dietitian and Michelle is too.	Michelle is a dietitian.
entailment	Christine is a police officer and Julie is too.	Julie is a police officer.
entailment	Edith is an engineer and Harry is too.	Harry is an engineer.
entailment	Jimmy is a teacher and Robin is too.	Robin is a teacher.
entailment	Tim is a journalist and Thomas is too.	Thomas is a journalist.
entailment	Mary is a nurse and Charlie is too.	Charlie is a nurse.
entailment	Benjamin is a designer and Martha is too.	Martha is a designer.
entailment	Ed is a tailor and Hugh is too.	Hugh is a tailor.
entailment	Nicole is an artist and Katherine is too.	Katherine is an artist.
entailment	Andrea is a lecturer and James is too.	James is a lecturer.
entailment	Suzanne is a mechanic and Ellen is too.	Ellen is a mechanic.
entailment	Helen is a physician and Diane is too.	Diane is a physician.
entailment	Virginia is a butler and Albert is too.	Albert is a butler.
entailment	Kevin is a teacher and Bob is too.	Bob is a teacher.
entailment	Edith is an engineer and Arthur is too.	Arthur is an engineer.
entailment	Rose is a photographer and Jay is too.	Jay is a photographer.
entailment	Jennifer is a librarian and Howard is too.	Howard is a librarian.
entailment	Alfred is a journalist and Joan is too.	Joan is a journalist.
entailment	Joe is a teacher and Kevin is too.	Kevin is a teacher.
entailment	Jerry is an actor and Janet is too.	Janet is an actor.
entailment	Michelle is a teacher and Rebecca is too.	Rebecca is a teacher.
entailment	Alice is an author and Frances is too.	Frances is an author.
entailment	Frederick is a farmer and William is too.	William is a farmer.
entailment	Karen is a librarian and Tim is too.	Tim is a librarian.
entailment	Sharon is a model and Francis is too.	Francis is a model.
entailment	Wendy is a chef and Jay is too.	Jay is a chef.
entailment	Judy is a butler and Tim is too.	Tim is a butler.
entailment	Charlie is a professor and Nicole is too.	Nicole is a professor.
entailment	Joseph is a photographer and Stephen is too.	Stephen is a photographer.
entailment	Gary is a firefighter and Elizabeth is too.	Elizabeth is a firefighter.
entailment	Roy is an architect and Leslie is too.	Leslie is an architect.
entailment	Bruce is a nurse and Tony is too.	Tony is a nurse.
entailment	David is an actor and Adam is too.	Adam is an actor.
entailment	Ruth is an economist and Eric is too.	Eric is an economist.
entailment	Ken is a physician and Rose is too.	Rose is a physician.
entailment	Edith is an artist and Lucy is too.	Lucy is an artist.
entailment	Tim is a teacher and Virginia is too.	Virginia is a teacher.
entailment	Harriet is a journalist and Louise is too.	Louise is a journalist.
entailment	Francis is a dentist and Patrick is too.	Patrick is a dentist.
entailment	Harry is a firefighter and Steve is too.	Steve is a firefighter.
entailment	Johnny is a secretary and Sharon is too.	Sharon is a secretary.
