contradiction	Sally is the child of Mike. Judith is the child of Mike. Tony is the child of Mike. Colin is the child of Mike. Jay is the child of Mike.	Mike has only 2 children.
contradiction	Claire is the child of Jennifer. Donna is the child of Jennifer. Ruth is the child of Jennifer. Caroline is the child of Jennifer. Anna is the child of Jennifer.	Jennifer has only 3 children.
contradiction	Dick is the child of Eric. Sue is the child of Eric. Brian is the child of Eric. Rose is the child of Eric. Francis is the child of Eric.	Eric has only 3 children.
contradiction	Bob is the child of Kathy. Rose is the child of Kathy. Ellen is the child of Kathy. Matt is the child of Kathy. Marie is the child of Kathy.	Kathy has only 0 children.
contradiction	Sara is the child of Christine. Frederick is the child of Christine. Colin is the child of Christine. Linda is the child of Christine. Larry is the child of Christine.	Christine has only 0 children.
contradiction	Alexander is the child of Elaine. Margaret is the child of Elaine. Kelly is the child of Elaine. Dorothy is the child of Elaine. Albert is the child of Elaine.	Elaine has only 3 children.
contradiction	Tim is the child of Nancy. Alexander is the child of Nancy. Diane is the child of Nancy. Joe is the child of Nancy. Ryan is the child of Nancy.	Nancy has only 3 children.
contradiction	Pamela is the child of Julie. Carol is the child of Julie. Al is the child of Julie. Jason is the child of Julie. Barbara is the child of Julie.	Julie has only 3 children.
contradiction	Annie is the child of Christine. Scott is the child of Christine. Anne is the child of Christine. Kelly is the child of Christine. Frances is the child of Christine.	Christine has only 3 children.
contradiction	Louis is the child of Edith. Kelly is the child of Edith. Jerry is the child of Edith. Barbara is the child of Edith. Andrea is the child of Edith.	Edith has only 4 children.
contradiction	Katherine is the child of Roger. Eric is the child of Roger. Ed is the child of Roger. Simon is the child of Roger. Helen is the child of Roger.	Roger has only 3 children.
contradiction	Nick is the child of Carol. Bob is the child of Carol. Ray is the child of Carol. Rose is the child of Carol. Louise is the child of Carol.	Carol has only 1 children.
contradiction	Ashley is the child of Mary. Ryan is the child of Mary. Joe is the child of Mary. Sharon is the child of Mary. Donald is the child of Mary.	Mary has only 2 children.
contradiction	Steve is the child of Mike. Sarah is the child of Mike. Amanda is the child of Mike. Daniel is the child of Mike. Jane is the child of Mike.	Mike has only 1 children.
contradiction	Melissa is the child of Ellen. Ralph is the child of Ellen. Lawrence is the child of Ellen. Lynn is the child of Ellen. Mike is the child of Ellen.	Ellen has only 1 children.
contradiction	Bobby is the child of Caroline. Paul is the child of Caroline. Leslie is the child of Caroline. Frances is the child of Caroline. Jean is the child of Caroline.	Caroline has only 0 children.
contradiction	Kevin is the child of Hugh. Steve is the child of Hugh. Matthew is the child of Hugh. Helen is the child of Hugh. Mike is the child of Hugh.	Hugh has only 3 children.
contradiction	Patricia is the child of Joan. Ashley is the child of Joan. Kevin is the child of Joan. Elizabeth is the child of Joan. Anne is the child of Joan.	Joan has only 3 children.
contradiction	Jill is the child of Frances. Amy is the child of Frances. Barbara is the child of Frances. Samuel is the child of Frances. George is the child of Frances.	Frances has only 2 children.
contradiction	Mike is the child of Dick. Julie is the child of Dick. Martha is the child of Dick. Matt is the child of Dick. Tom is the child of Dick.	Dick has only 4 children.
contradiction	Catherine is the child of Hugh. Frank is the child of Hugh. Ed is the child of Hugh. Betty is the child of Hugh. Karen is the child of Hugh.	Hugh has only 4 children.
contradiction	Ashley is the child of Kathryn. Ed is the child of Kathryn. Suzanne is the child of Kathryn. Maria is the child of Kathryn. Jessica is the child of Kathryn.	Kathryn has only 1 children.
contradiction	Barbara is the child of Chris. Sally is the child of Chris. Tim is the child of Chris. Kathy is the child of Chris. Charles is the child of Chris.	Chris has only 3 children.
contradiction	Maria is the child of Sam. Pamela is the child of Sam. Matt is the child of Sam. Sophie is the child of Sam. Catherine is the child of Sam.	Sam has only 3 children.
contradiction	Mike is the child of Lynn. Julie is the child of Lynn. Sam is the child of Lynn. Joseph is the child of Lynn. Betty is the child of Lynn.	Lynn has only 3 children.
contradiction	Robert is the child of James. Claire is the child of James. Carol is the child of James. Rose is the child of James. Leslie is the child of James.	James has only 0 children.
contradiction	Ben is the child of Lynn. Joseph is the child of Lynn. Charlie is the child of Lynn. Matthew is the child of Lynn. Pamela is the child of Lynn.	Lynn has only 2 children.
contradiction	Pamela is the child of Jason. Dick is the child of Jason. Tom is the child of Jason. Katherine is the child of Jason. Rachel is the child of Jason.	Jason has only 0 children.
contradiction	Scott is the child of Philip. Robert is the child of Philip. Amanda is the child of Philip. Bob is the child of Philip. Joan is the child of Philip.	Philip has only 4 children.
contradiction	Frances is the child of Carl. Tony is the child of Carl. Virginia is the child of Carl. Emily is the child of Carl. George is the child of Carl.	Carl has only 3 children.
contradiction	Samuel is the child of Maria. Nicole is the child of Maria. Ken is the child of Maria. Sally is the child of Maria. Jack is the child of Maria.	Maria has only 3 children.
contradiction	Sara is the child of Pamela. Jason is the child of Pamela. Ian is the child of Pamela. Katherine is the child of Pamela. Heather is the child of Pamela.	Pamela has only 0 children.
contradiction	Ben is the child of Jean. Kathleen is the child of Jean. Diane is the child of Jean. Kathy is the child of Jean. Al is the child of Jean.	Jean has only 3 children.
contradiction	Lucy is the child of Jonathan. Bill is the child of Jonathan. Carol is the child of Jonathan. Jim is the child of Jonathan. Melissa is the child of Jonathan.	Jonathan has only 1 children.
contradiction	Ralph is the child of Christine. Diane is the child of Christine. Jimmy is the child of Christine. Harriet is the child of Christine. Francis is the child of Christine.	Christine has only 4 children.
contradiction	Frances is the child of Pamela. Ken is the child of Pamela. Sarah is the child of Pamela. Jay is the child of Pamela. Ray is the child of Pamela.	Pamela has only 1 children.
contradiction	Alexandra is the child of Ken. Nick is the child of Ken. Dorothy is the child of Ken. Katherine is the child of Ken. John is the child of Ken.	Ken has only 0 children.
contradiction	Carolyn is the child of Ben. Billy is the child of Ben. Marilyn is the child of Ben. Elizabeth is the child of Ben. Al is the child of Ben.	Ben has only 1 children.
contradiction	Maria is the child of Lawrence. Henry is the child of Lawrence. Melissa is the child of Lawrence. Frederick is the child of Lawrence. Martha is the child of Lawrence.	Lawrence has only 2 children.
contradiction	Eleanor is the child of John. Elizabeth is the child of John. Alexander is the child of John. Roger is the child of John. Anna is the child of John.	John has only 1 children.
contradiction	Elizabeth is the child of Rachel. Claire is the child of Rachel. Nicole is the child of Rachel. Deborah is the child of Rachel. Matthew is the child of Rachel.	Rachel has only 2 children.
contradiction	Francis is the child of Gary. Steve is the child of Gary. Jill is the child of Gary. Tony is the child of Gary. Lynn is the child of Gary.	Gary has only 2 children.
contradiction	Sarah is the child of Angela. Anne is the child of Angela. Harold is the child of Angela. Charlie is the child of Angela. Linda is the child of Angela.	Angela has only 0 children.
contradiction	Alice is the child of Dan. Grace is the child of Dan. Jeff is the child of Dan. Ruth is the child of Dan. Peter is the child of Dan.	Dan has only 3 children.
contradiction	Colin is the child of Jeff. Dan is the child of Jeff. Jessica is the child of Jeff. Jill is the child of Jeff. Larry is the child of Jeff.	Jeff has only 3 children.
contradiction	Thomas is the child of Ray. Steve is the child of Ray. Sally is the child of Ray. Bob is the child of Ray. Don is the child of Ray.	Ray has only 0 children.
contradiction	Diane is the child of Matt. Adam is the child of Matt. Katie is the child of Matt. Frederick is the child of Matt. Paul is the child of Matt.	Matt has only 1 children.
contradiction	Patrick is the child of Ron. Joan is the child of Ron. Ray is the child of Ron. Harry is the child of Ron. Tim is the child of Ron.	Ron has only 1 children.
contradiction	Elaine is the child of Philip. Harry is the child of Philip. Jennifer is the child of Philip. Mary is the child of Philip. Angela is the child of Philip.	Philip has only 3 children.
contradiction	David is the child of Florence. Julie is the child of Florence. Jane is the child of Florence. Lucy is the child of Florence. Jeff is the child of Florence.	Florence has only 2 children.
contradiction	Emily is the child of Joe. Frances is the child of Joe. Rachel is the child of Joe. David is the child of Joe. Louise is the child of Joe.	Joe has only 1 children.
contradiction	Matthew is the child of Michael. Jay is the child of Michael. Jennifer is the child of Michael. Jason is the child of Michael. Michelle is the child of Michael.	Michael has only 1 children.
contradiction	Claire is the child of Matt. Louis is the child of Matt. Mike is the child of Matt. Rose is the child of Matt. Michelle is the child of Matt.	Matt has only 2 children.
contradiction	Carolyn is the child of Michael. Al is the child of Michael. Joe is the child of Michael. Francis is the child of Michael. Andrew is the child of Michael.	Michael has only 0 children.
contradiction	Jeff is the child of Joan. Steve is the child of Joan. Robin is the child of Joan. Adam is the child of Joan. Katherine is the child of Joan.	Joan has only 0 children.
contradiction	Howard is the child of Jerry. Sharon is the child of Jerry. Alexandra is the child of Jerry. Janet is the child of Jerry. Keith is the child of Jerry.	Jerry has only 2 children.
contradiction	Stephen is the child of Eleanor. Bruce is the child of Eleanor. Betty is the child of Eleanor. Robin is the child of Eleanor. Ian is the child of Eleanor.	Eleanor has only 1 children.
contradiction	Michael is the child of Melissa. Sally is the child of Melissa. Rachel is the child of Melissa. Diana is the child of Melissa. Carol is the child of Melissa.	Melissa has only 0 children.
