entailment	Alfred is sister of Laura.	Laura is sibling of Alfred.
entailment	Fred is son of John.	John is parent of Fred.
entailment	Stephanie is father of Dan.	Dan is child of Stephanie.
entailment	Margaret is wife of Matthew.	Matthew is spouse of Margaret.
entailment	Caroline is brother of Patricia.	Patricia is sibling of Caroline.
entailment	Sue is sister of Stephanie.	Stephanie is sibling of Sue.
entailment	Walter is father of Brian.	Brian is child of Walter.
entailment	Michael is son of Sam.	Sam is parent of Michael.
entailment	Billy is father of Henry.	Henry is child of Billy.
entailment	Frederick is mother of Jerry.	Jerry is child of Frederick.
entailment	Roy is son of Michelle.	Michelle is parent of Roy.
entailment	Fiona is son of Matt.	Matt is parent of Fiona.
entailment	Ron is wife of Nicole.	Nicole is spouse of Ron.
entailment	Jean is wife of Rose.	Rose is spouse of Jean.
entailment	Frederick is brother of Emily.	Emily is sibling of Frederick.
entailment	Donna is son of Alice.	Alice is parent of Donna.
entailment	Bobby is father of Julie.	Julie is child of Bobby.
entailment	Ray is daughter of Jean.	Jean is parent of Ray.
entailment	Peter is daughter of Arthur.	Arthur is parent of Peter.
entailment	Nancy is daughter of Jay.	Jay is parent of Nancy.
entailment	Betty is husband of Karen.	Karen is spouse of Betty.
entailment	Harry is brother of Jill.	Jill is sibling of Harry.
entailment	Frederick is husband of Greg.	Greg is spouse of Frederick.
entailment	Stephanie is wife of Frances.	Frances is spouse of Stephanie.
entailment	Ann is son of Ryan.	Ryan is parent of Ann.
entailment	Sarah is father of Dave.	Dave is child of Sarah.
entailment	Andrew is father of Joseph.	Joseph is child of Andrew.
entailment	Alfred is brother of Ashley.	Ashley is sibling of Alfred.
entailment	Charlotte is son of Alice.	Alice is parent of Charlotte.
entailment	Carl is mother of Harold.	Harold is child of Carl.
entailment	Lynn is wife of William.	William is spouse of Lynn.
entailment	Mark is son of Suzanne.	Suzanne is parent of Mark.
entailment	Louise is mother of Jason.	Jason is child of Louise.
entailment	Charlie is wife of Bob.	Bob is spouse of Charlie.
entailment	Sally is father of Jeff.	Jeff is child of Sally.
entailment	Marilyn is mother of Richard.	Richard is child of Marilyn.
entailment	Sally is mother of Ruth.	Ruth is child of Sally.
entailment	Louis is brother of Bob.	Bob is sibling of Louis.
entailment	Marie is wife of Ray.	Ray is spouse of Marie.
entailment	Fred is wife of Robert.	Robert is spouse of Fred.
entailment	Ann is father of Al.	Al is child of Ann.
entailment	Jerry is brother of David.	David is sibling of Jerry.
entailment	Marilyn is mother of Alex.	Alex is child of Marilyn.
entailment	Kathryn is father of Philip.	Philip is child of Kathryn.
entailment	Emma is sister of Martha.	Martha is sibling of Emma.
entailment	Don is brother of Frances.	Frances is sibling of Don.
entailment	Bobby is mother of Rachel.	Rachel is child of Bobby.
entailment	Rose is wife of Ian.	Ian is spouse of Rose.
entailment	Fred is daughter of Simon.	Simon is parent of Fred.
entailment	Jessica is daughter of Dave.	Dave is parent of Jessica.
entailment	Alexandra is brother of Jessica.	Jessica is sibling of Alexandra.
entailment	Francis is daughter of Chris.	Chris is parent of Francis.
entailment	Alfred is husband of Catherine.	Catherine is spouse of Alfred.
entailment	Pamela is son of Johnny.	Johnny is parent of Pamela.
entailment	Marie is father of Elaine.	Elaine is child of Marie.
entailment	Gary is brother of Martin.	Martin is sibling of Gary.
entailment	Sara is husband of Ellen.	Ellen is spouse of Sara.
entailment	Ralph is son of Mary.	Mary is parent of Ralph.
entailment	Cynthia is wife of Bob.	Bob is spouse of Cynthia.
entailment	Ryan is mother of Caroline.	Caroline is child of Ryan.
entailment	Kathryn is husband of George.	George is spouse of Kathryn.
entailment	Sharon is father of Laura.	Laura is child of Sharon.
entailment	Rebecca is son of Alison.	Alison is parent of Rebecca.
entailment	Evelyn is husband of Jeff.	Jeff is spouse of Evelyn.
entailment	Adam is daughter of Anne.	Anne is parent of Adam.
entailment	Donna is mother of Kathleen.	Kathleen is child of Donna.
entailment	Joseph is husband of Nancy.	Nancy is spouse of Joseph.
entailment	Jessica is daughter of Dick.	Dick is parent of Jessica.
entailment	Sally is mother of Caroline.	Caroline is child of Sally.
entailment	Colin is father of Steven.	Steven is child of Colin.
entailment	Edward is mother of Sarah.	Sarah is child of Edward.
entailment	Walter is sister of Edith.	Edith is sibling of Walter.
entailment	Christine is father of Lawrence.	Lawrence is child of Christine.
entailment	Charlie is daughter of Patrick.	Patrick is parent of Charlie.
entailment	Dorothy is daughter of Colin.	Colin is parent of Dorothy.
entailment	Lawrence is brother of Kathryn.	Kathryn is sibling of Lawrence.
entailment	Billy is son of Elizabeth.	Elizabeth is parent of Billy.
entailment	Ian is daughter of Matt.	Matt is parent of Ian.
entailment	Charles is brother of Harriet.	Harriet is sibling of Charles.
entailment	Pamela is husband of Keith.	Keith is spouse of Pamela.
entailment	Bruce is father of Anne.	Anne is child of Bruce.
entailment	Emma is brother of Kate.	Kate is sibling of Emma.
