contradiction	Fiona works at office.	Fiona rarely work at office.
contradiction	Jill gives the money.	Jill scarcely give the money.
contradiction	Angela moves the table.	Angela hardly move the table.
contradiction	Alan talks nonsense.	Alan scarcely talk nonsense.
contradiction	Paul starts the match.	Paul rarely start the match.
contradiction	Sue likes football.	Sue rarely like football.
contradiction	Fiona likes football.	Fiona rarely like football.
contradiction	Kim turns the light.	Kim hardly turn the light.
contradiction	Eleanor turns the light.	Eleanor rarely turn the light.
contradiction	Eric feels sad.	Eric rarely feel sad.
contradiction	Charlotte looks distressed.	Charlotte scarcely look distressed.
contradiction	Lawrence goes to school.	Lawrence hardly go to school.
contradiction	Michael starts the match.	Michael seldom start the match.
contradiction	Caroline moves the table.	Caroline hardly move the table.
contradiction	Rebecca begins the game.	Rebecca hardly begin the game.
contradiction	Kate runs a marathon.	Kate seldom run a marathon.
contradiction	Ray turns the light.	Ray scarcely turn the light.
contradiction	Anna turns the light.	Anna rarely turn the light.
contradiction	Edward uses the money.	Edward seldom use the money.
contradiction	Alfred runs a marathon.	Alfred scarcely run a marathon.
contradiction	Ann runs a marathon.	Ann rarely run a marathon.
contradiction	Frank comes home.	Frank hardly come home.
contradiction	Alan moves the table.	Alan hardly move the table.
contradiction	Joseph likes football.	Joseph rarely like football.
contradiction	Johnny runs a marathon.	Johnny hardly run a marathon.
contradiction	Caroline keeps the change.	Caroline hardly keep the change.
contradiction	Susan tells the truth.	Susan hardly tell the truth.
contradiction	Anne shows the presentation.	Anne scarcely show the presentation.
contradiction	Judith calls the number.	Judith hardly call the number.
contradiction	Colin comes home.	Colin rarely come home.
contradiction	Jack feels sad.	Jack seldom feel sad.
contradiction	Jerry uses the money.	Jerry scarcely use the money.
contradiction	Ralph makes paintings.	Ralph scarcely make paintings.
contradiction	Sally leaves the house.	Sally hardly leave the house.
contradiction	Peter feels sad.	Peter hardly feel sad.
contradiction	Janet comes home.	Janet scarcely come home.
contradiction	Richard plays basketball.	Richard rarely play basketball.
contradiction	Lauren begins the game.	Lauren hardly begin the game.
contradiction	Ann begins the game.	Ann seldom begin the game.
contradiction	Ann finds the key.	Ann hardly find the key.
contradiction	Dan finds the key.	Dan hardly find the key.
contradiction	Mike runs a marathon.	Mike hardly run a marathon.
contradiction	George turns the light.	George scarcely turn the light.
contradiction	Caroline asks the question.	Caroline seldom ask the question.
contradiction	Emma thinks correctly.	Emma seldom think correctly.
contradiction	Pamela says the truth.	Pamela scarcely say the truth.
contradiction	Michael comes home.	Michael hardly come home.
contradiction	Dave lives in a hostel.	Dave rarely live in a hostel.
contradiction	Steven goes to school.	Steven rarely go to school.
contradiction	Charlotte makes paintings.	Charlotte scarcely make paintings.
contradiction	Margaret runs a marathon.	Margaret seldom run a marathon.
contradiction	Carolyn calls the number.	Carolyn hardly call the number.
contradiction	Harriet feels sad.	Harriet hardly feel sad.
contradiction	Charles feels sad.	Charles scarcely feel sad.
contradiction	Adam keeps the change.	Adam hardly keep the change.
contradiction	Harold hears the announcement.	Harold seldom hear the announcement.
