entailment	Mike has a pencil. It is crimson in colour.	Pencil is crimson in colour.
entailment	John has an umbrella. It is purple in colour.	Umbrella is purple in colour.
entailment	Andrea has an alarm clock. It is maroon in colour.	Alarm clock is maroon in colour.
entailment	Wendy has a button. It is maroon in colour.	Button is maroon in colour.
entailment	Karen has a mirror. It is white in colour.	Mirror is white in colour.
entailment	Emily has a stamp. It is white in colour.	Stamp is white in colour.
entailment	Catherine has a tissue. It is brown in colour.	Tissue is brown in colour.
entailment	Ben has a credit card. It is black in colour.	Credit card is black in colour.
entailment	Donald has a diary. It is magenta in colour.	Diary is magenta in colour.
entailment	Brian has a mobile phone. It is brown in colour.	Mobile phone is brown in colour.
entailment	Roger has a coin. It is pink in colour.	Coin is pink in colour.
entailment	Andrea has a file. It is pink in colour.	File is pink in colour.
entailment	Kathryn has a bottle. It is white in colour.	Bottle is white in colour.
entailment	Tom has a newspaper. It is black in colour.	Newspaper is black in colour.
entailment	Susan has a comb. It is brown in colour.	Comb is brown in colour.
entailment	Elaine has a mirror. It is pink in colour.	Mirror is pink in colour.
entailment	Suzanne has an umbrella. It is maroon in colour.	Umbrella is maroon in colour.
entailment	Chris has a headphone. It is magenta in colour.	Headphone is magenta in colour.
entailment	Julie has a cigarette. It is brown in colour.	Cigarette is brown in colour.
entailment	Keith has a brush. It is red in colour.	Brush is red in colour.
entailment	Barbara has a scissor. It is black in colour.	Scissor is black in colour.
entailment	Paul has a case. It is magenta in colour.	Case is magenta in colour.
entailment	David has a brush. It is crimson in colour.	Brush is crimson in colour.
entailment	Kevin has a mobile phone. It is brown in colour.	Mobile phone is brown in colour.
entailment	David has a wallet. It is pink in colour.	Wallet is pink in colour.
entailment	Martha has a light bulb. It is purple in colour.	Light bulb is purple in colour.
entailment	Brian has a button. It is purple in colour.	Button is purple in colour.
entailment	Philip has a pen. It is white in colour.	Pen is white in colour.
entailment	Richard has a coin. It is maroon in colour.	Coin is maroon in colour.
entailment	Jennifer has a headphone. It is magenta in colour.	Headphone is magenta in colour.
entailment	Grace has a notebook. It is red in colour.	Notebook is red in colour.
entailment	Bill has a match. It is brown in colour.	Match is brown in colour.
entailment	Rebecca has a coin. It is grey in colour.	Coin is grey in colour.
entailment	Tom has a credit card. It is red in colour.	Credit card is red in colour.
entailment	Joan has a match. It is maroon in colour.	Match is maroon in colour.
entailment	Patricia has a diary. It is red in colour.	Diary is red in colour.
entailment	Tim has a banknote. It is grey in colour.	Banknote is grey in colour.
entailment	Kate has a headphone. It is brown in colour.	Headphone is brown in colour.
entailment	Colin has a cigarette. It is grey in colour.	Cigarette is grey in colour.
entailment	Barbara has a dictionary. It is red in colour.	Dictionary is red in colour.
entailment	Samuel has a rubber. It is red in colour.	Rubber is red in colour.
entailment	Harry has a credit card. It is purple in colour.	Credit card is purple in colour.
entailment	John has a cigarette. It is crimson in colour.	Cigarette is crimson in colour.
entailment	Evelyn has a bottle. It is grey in colour.	Bottle is grey in colour.
entailment	William has a light bulb. It is grey in colour.	Light bulb is grey in colour.
entailment	Ryan has a credit card. It is magenta in colour.	Credit card is magenta in colour.
entailment	Jessica has an alarm clock. It is red in colour.	Alarm clock is red in colour.
entailment	Jane has a player. It is yellow in colour.	Player is yellow in colour.
entailment	Martin has a purse. It is grey in colour.	Purse is grey in colour.
entailment	Laura has a mobile phone. It is crimson in colour.	Mobile phone is crimson in colour.
entailment	Kevin has a magazine. It is grey in colour.	Magazine is grey in colour.
entailment	Angela has a newspaper. It is blue in colour.	Newspaper is blue in colour.
entailment	Alex has a coin. It is white in colour.	Coin is white in colour.
entailment	Paul has a comb. It is grey in colour.	Comb is grey in colour.
entailment	Julie has a glass. It is white in colour.	Glass is white in colour.
entailment	Eric has a laptop. It is white in colour.	Laptop is white in colour.
entailment	Jay has a dictionary. It is magenta in colour.	Dictionary is magenta in colour.
entailment	Colin has a light bulb. It is brown in colour.	Light bulb is brown in colour.
entailment	Greg has a stamp. It is grey in colour.	Stamp is grey in colour.
entailment	Peter has a comb. It is red in colour.	Comb is red in colour.
entailment	Kathleen has a watch. It is blue in colour.	Watch is blue in colour.
entailment	Kenneth has a laptop. It is magenta in colour.	Laptop is magenta in colour.
entailment	Anthony has an alarm clock. It is brown in colour.	Alarm clock is brown in colour.
entailment	Marie has a magazine. It is black in colour.	Magazine is black in colour.
entailment	Dick has a file. It is yellow in colour.	File is yellow in colour.
entailment	Ann has a diary. It is grey in colour.	Diary is grey in colour.
entailment	David has a case. It is crimson in colour.	Case is crimson in colour.
entailment	Steve has a postcard. It is black in colour.	Postcard is black in colour.
