contradiction	That animal is a snail.	That animal is a bison.
contradiction	That animal is an ox.	That animal is a pig.
contradiction	That animal is a snail.	That animal is an alligator.
contradiction	That animal is a goat.	That animal is a penguin.
contradiction	That animal is a polar bear.	That animal is a leopard.
contradiction	That animal is a donkey.	That animal is a bison.
contradiction	That animal is a raccoon.	That animal is a polar bear.
contradiction	That animal is a mongoose.	That animal is a camel.
contradiction	That animal is a horse.	That animal is a mouse.
contradiction	That animal is a bison.	That animal is an otter.
contradiction	That animal is a deer.	That animal is a tiger.
contradiction	That animal is a moose.	That animal is a mule.
contradiction	That animal is an otter.	That animal is a lion.
contradiction	That animal is a kangaroo.	That animal is a penguin.
contradiction	That animal is an elephant.	That animal is a llama.
contradiction	That animal is a mouse.	That animal is a deer.
contradiction	That animal is a penguin.	That animal is a horse.
contradiction	That animal is a panda.	That animal is a wolf.
contradiction	That animal is a mule.	That animal is a bison.
contradiction	That animal is a snake.	That animal is an alligator.
contradiction	That animal is a horse.	That animal is a deer.
contradiction	That animal is a fox.	That animal is a llama.
contradiction	That animal is a rat.	That animal is a mouse.
contradiction	That animal is a horse.	That animal is a mongoose.
contradiction	That animal is a sheep.	That animal is a panda.
contradiction	That animal is an ox.	That animal is a pig.
contradiction	That animal is a camel.	That animal is a snake.
contradiction	That animal is a mongoose.	That animal is a rabbit.
contradiction	That animal is a donkey.	That animal is a hippopotamus.
contradiction	That animal is an otter.	That animal is a horse.
contradiction	That animal is a bison.	That animal is a polar bear.
contradiction	That animal is a llama.	That animal is a tiger.
contradiction	That animal is a camel.	That animal is a rat.
contradiction	That animal is a cat.	That animal is a dog.
contradiction	That animal is a mule.	That animal is a snail.
contradiction	That animal is a mouse.	That animal is a tiger.
contradiction	That animal is a dog.	That animal is a cow.
contradiction	That animal is a cheetah.	That animal is a panda.
contradiction	That animal is a donkey.	That animal is a fox.
contradiction	That animal is a moose.	That animal is an ox.
contradiction	That animal is an otter.	That animal is a panda.
contradiction	That animal is a horse.	That animal is a leopard.
contradiction	That animal is a dog.	That animal is a wolf.
contradiction	That animal is a raccoon.	That animal is an elephant.
contradiction	That animal is a cow.	That animal is a leopard.
contradiction	That animal is a penguin.	That animal is a llama.
contradiction	That animal is a donkey.	That animal is an elephant.
contradiction	That animal is an elephant.	That animal is a pig.
contradiction	That animal is a moose.	That animal is a mongoose.
contradiction	That animal is an ox.	That animal is a hippopotamus.
contradiction	That animal is an alligator.	That animal is a rat.
contradiction	That animal is a bison.	That animal is a monkey.
contradiction	That animal is a mongoose.	That animal is a horse.
contradiction	That animal is a cat.	That animal is a kangaroo.
contradiction	That animal is a panda.	That animal is an ostrich.
contradiction	That animal is a snake.	That animal is a donkey.
contradiction	That animal is a mule.	That animal is a polar bear.
contradiction	That animal is a horse.	That animal is a raccoon.
contradiction	That animal is a leopard.	That animal is a raccoon.
contradiction	That animal is a pig.	That animal is a tiger.
contradiction	That animal is a polar bear.	That animal is a camel.
contradiction	That animal is a donkey.	That animal is a polar bear.
contradiction	That animal is a penguin.	That animal is an ostrich.
