contradiction	Christine, James and Emily are from Zimbabwe, Malaysia and Singapore respectively.	James is from Singapore.
contradiction	Evelyn, Jonathan and Chris are from Philippines, Bhutan and New Zealand respectively.	Jonathan is from New Zealand.
contradiction	Diana, Billy and Grace are from Hungary, Australia and Belarus respectively.	Billy is from Belarus.
contradiction	Judith, Carol and Kevin are from Portugal, Austria and Finland respectively.	Carol is from Finland.
contradiction	Al, Jeff and Martin are from China, Haiti and Iceland respectively.	Jeff is from Iceland.
contradiction	Ruth, Martin and Kelly are from Portugal, Ecuador and Bhutan respectively.	Martin is from Bhutan.
contradiction	Kathy, Alexander and Lucy are from Ghana, Greece and Germany respectively.	Alexander is from Germany.
contradiction	Anthony, Marie and Amy are from Pakistan, Afghanistan and Azerbaijan respectively.	Marie is from Azerbaijan.
contradiction	Amanda, Johnny and John are from Afghanistan, China and United States of America respectively.	Johnny is from United States of America.
contradiction	Al, Annie and Hugh are from Ukraine, Philippines and Greece respectively.	Annie is from Greece.
contradiction	Julia, Kate and Marie are from United States of America, Bangladesh and Iceland respectively.	Kate is from Iceland.
contradiction	Gary, Ryan and Diane are from Turkey, Fiji and Argentina respectively.	Ryan is from Argentina.
contradiction	Donald, Carl and Eric are from Ireland, Turkey and Argentina respectively.	Carl is from Argentina.
contradiction	Walter, Michael and Sally are from Libya, Vietnam and France respectively.	Michael is from France.
contradiction	Marilyn, Rebecca and Joe are from Belarus, Laos and Qatar respectively.	Rebecca is from Qatar.
contradiction	Adam, Kathryn and Edward are from Vietnam, United Arab Emirates and Malaysia respectively.	Kathryn is from Malaysia.
contradiction	Lauren, Matt and Edward are from Saudi Arabia, Egypt and Georgia respectively.	Matt is from Georgia.
contradiction	Eleanor, Edith and Caroline are from Fiji, Zimbabwe and Australia respectively.	Edith is from Australia.
contradiction	Paul, Thomas and Sharon are from United Kingdom, Israel and Colombia respectively.	Thomas is from Colombia.
contradiction	Rebecca, Anthony and Peter are from Ireland, Finland and Cuba respectively.	Anthony is from Cuba.
contradiction	Sarah, Judy and Jonathan are from Hungary, Cuba and Mexico respectively.	Judy is from Mexico.
contradiction	Anthony, Joan and Walter are from Cuba, Indonesia and Singapore respectively.	Joan is from Singapore.
contradiction	Fiona, Margaret and Kathryn are from Colombia, Greece and Iran respectively.	Margaret is from Iran.
contradiction	Kenneth, Steve and Sally are from Canada, Greece and Denmark respectively.	Steve is from Denmark.
contradiction	Peter, Pamela and Ann are from Laos, Fiji and Poland respectively.	Pamela is from Poland.
contradiction	Sarah, Adam and Evelyn are from Belgium, Vietnam and Taiwan respectively.	Adam is from Taiwan.
contradiction	Charlie, Leslie and Keith are from Denmark, North Korea and Poland respectively.	Leslie is from Poland.
contradiction	Betty, Steven and Jim are from Taiwan, Ecuador and Sweden respectively.	Steven is from Sweden.
contradiction	Wendy, Hugh and Dorothy are from Maldives, Greece and Australia respectively.	Hugh is from Australia.
contradiction	Kelly, Anna and Andrew are from Sweden, Austria and Laos respectively.	Anna is from Laos.
contradiction	Jimmy, Victoria and Diane are from Indonesia, Bangladesh and Saudi Arabia respectively.	Victoria is from Saudi Arabia.
contradiction	Anthony, Alexander and Elizabeth are from Mexico, Cuba and Ireland respectively.	Alexander is from Ireland.
contradiction	Henry, Patricia and Betty are from India, Oman and Afghanistan respectively.	Patricia is from Afghanistan.
contradiction	Sophie, Annie and Charles are from Turkey, Georgia and South Korea respectively.	Annie is from South Korea.
contradiction	Lynn, Adam and Wendy are from China, France and Oman respectively.	Adam is from Oman.
contradiction	Jennifer, Martin and Carolyn are from United Arab Emirates, Netherlands and Egypt respectively.	Martin is from Egypt.
contradiction	Christine, Judith and Laura are from Afghanistan, Saudi Arabia and Iceland respectively.	Judith is from Iceland.
contradiction	Kevin, Claire and Alexandra are from Ukraine, United States of America and Cuba respectively.	Claire is from Cuba.
contradiction	Alexander, Nancy and Bob are from Philippines, Austria and Iran respectively.	Nancy is from Iran.
contradiction	Wendy, Jay and Ed are from United Arab Emirates, Bhutan and Russia respectively.	Jay is from Russia.
contradiction	Grace, Ed and Ian are from Malaysia, Ukraine and Chile respectively.	Ed is from Chile.
contradiction	Joseph, Steve and Emma are from Bangladesh, Pakistan and Denmark respectively.	Steve is from Denmark.
contradiction	Ray, Julie and Bruce are from Oman, Japan and Hungary respectively.	Julie is from Hungary.
contradiction	Martin, Bobby and Ken are from Finland, Iran and Libya respectively.	Bobby is from Libya.
contradiction	Matthew, Eleanor and Carl are from Qatar, United Arab Emirates and Poland respectively.	Eleanor is from Poland.
contradiction	Marilyn, Julie and Rachel are from Malaysia, Austria and Georgia respectively.	Julie is from Georgia.
contradiction	Frederick, Roy and Lawrence are from Ecuador, Brazil and Iran respectively.	Roy is from Iran.
contradiction	Nick, Susan and Donald are from Azerbaijan, Cuba and Brazil respectively.	Susan is from Brazil.
contradiction	Billy, Adam and Charlie are from Australia, Zimbabwe and China respectively.	Adam is from China.
contradiction	Hugh, Patrick and Helen are from Singapore, Indonesia and Denmark respectively.	Patrick is from Denmark.
contradiction	Leslie, Nick and Marilyn are from Australia, France and Ireland respectively.	Nick is from Ireland.
contradiction	Bill, Evelyn and Francis are from New Zealand, Singapore and Australia respectively.	Evelyn is from Australia.
contradiction	Jonathan, Joan and Samuel are from Finland, Australia and Azerbaijan respectively.	Joan is from Azerbaijan.
contradiction	Sue, Joe and Joseph are from Malaysia, Ecuador and Egypt respectively.	Joe is from Egypt.
contradiction	Scott, Sally and Judith are from South Korea, India and Poland respectively.	Sally is from Poland.
contradiction	Louise, Sharon and Angela are from Afghanistan, Ireland and Libya respectively.	Sharon is from Libya.
contradiction	Robin, Anna and Tom are from Bangladesh, Iceland and Germany respectively.	Anna is from Germany.
contradiction	Laura, Heather and Eric are from Belarus, Maldives and Cuba respectively.	Heather is from Cuba.
contradiction	Evelyn, Robert and Martin are from Haiti, Cuba and Sweden respectively.	Robert is from Sweden.
contradiction	Marie, Diana and Gary are from Vietnam, Fiji and Iran respectively.	Diana is from Iran.
contradiction	Ann, Leslie and Claire are from United Arab Emirates, Finland and Vietnam respectively.	Leslie is from Vietnam.
contradiction	Kim, Larry and Bruce are from Switzerland, United States of America and Azerbaijan respectively.	Larry is from Azerbaijan.
contradiction	Dave, Rose and Simon are from South Korea, Bangladesh and Finland respectively.	Rose is from Finland.
contradiction	Kathryn, Samuel and Walter are from Afghanistan, Uruguay and Singapore respectively.	Samuel is from Singapore.
