contradiction	Jeff criticised Janet.	Jeff did not criticise someone.
contradiction	Ashley danced with Judith.	Ashley did not dance with someone.
contradiction	Carolyn danced with Martha.	Carolyn did not dance with someone.
contradiction	Patrick ate with John.	Patrick did not eat with someone.
contradiction	Kathryn ate with Joan.	Kathryn did not eat with someone.
contradiction	John liked Florence.	John did not like someone.
contradiction	Gary ate with Charlotte.	Gary did not eat with someone.
contradiction	Jessica criticised Kathy.	Jessica did not criticise someone.
contradiction	Alan praised Maria.	Alan did not praise someone.
contradiction	Edwin invited Paul.	Edwin did not invite someone.
contradiction	Nancy criticised Ashley.	Nancy did not criticise someone.
contradiction	Matthew invited Johnny.	Matthew did not invite someone.
contradiction	Sara married Joe.	Sara did not marry someone.
contradiction	Amy invited Kathleen.	Amy did not invite someone.
contradiction	Eric called out Katie.	Eric did not call out someone.
contradiction	Dick hired Tim.	Dick did not hire someone.
contradiction	Edith criticised Jean.	Edith did not criticise someone.
contradiction	Jerry called out Nick.	Jerry did not call out someone.
contradiction	Betty married Joe.	Betty did not marry someone.
contradiction	Kevin fired Julie.	Kevin did not fire someone.
contradiction	Victoria hired Stephanie.	Victoria did not hire someone.
contradiction	Cynthia played with Bobby.	Cynthia did not play with someone.
contradiction	Florence met Melissa.	Florence did not meet someone.
contradiction	Linda slept with Elaine.	Linda did not sleep with someone.
contradiction	Carolyn met Robin.	Carolyn did not meet someone.
contradiction	Annie invited Rose.	Annie did not invite someone.
contradiction	Bob danced with Margaret.	Bob did not dance with someone.
contradiction	Simon fired Ann.	Simon did not fire someone.
contradiction	Emily hired Roy.	Emily did not hire someone.
contradiction	Charlie fired Grace.	Charlie did not fire someone.
contradiction	David ate with Tony.	David did not eat with someone.
contradiction	Johnny danced with Susan.	Johnny did not dance with someone.
contradiction	Sally hired Matthew.	Sally did not hire someone.
contradiction	George hired Alexandra.	George did not hire someone.
contradiction	Jay liked Jerry.	Jay did not like someone.
contradiction	Daniel married Brian.	Daniel did not marry someone.
contradiction	Robin danced with Jay.	Robin did not dance with someone.
contradiction	Rachel ate with Charlotte.	Rachel did not eat with someone.
contradiction	Katie slept with Ralph.	Katie did not sleep with someone.
contradiction	Harry praised Judith.	Harry did not praise someone.
contradiction	Charles danced with Walter.	Charles did not dance with someone.
contradiction	Harriet criticised Ralph.	Harriet did not criticise someone.
contradiction	Lauren married Rachel.	Lauren did not marry someone.
contradiction	Keith hired Ed.	Keith did not hire someone.
contradiction	Catherine danced with Steven.	Catherine did not dance with someone.
contradiction	Emily fired Leslie.	Emily did not fire someone.
contradiction	Ryan praised Sally.	Ryan did not praise someone.
contradiction	Richard met Billy.	Richard did not meet someone.
contradiction	Brian married Sally.	Brian did not marry someone.
contradiction	Brian danced with Helen.	Brian did not dance with someone.
contradiction	Chris called out Scott.	Chris did not call out someone.
contradiction	Annie slept with Stephanie.	Annie did not sleep with someone.
contradiction	Diana ate with Fred.	Diana did not eat with someone.
contradiction	Dick criticised Marilyn.	Dick did not criticise someone.
contradiction	Don invited Charlotte.	Don did not invite someone.
contradiction	Evelyn called out Patrick.	Evelyn did not call out someone.
contradiction	Ken criticised Daniel.	Ken did not criticise someone.
contradiction	Martin worked with Cynthia.	Martin did not work with someone.
contradiction	John worked with Grace.	John did not work with someone.
contradiction	Philip played with Patrick.	Philip did not play with someone.
contradiction	Claire married Thomas.	Claire did not marry someone.
contradiction	Marilyn liked Fred.	Marilyn did not like someone.
contradiction	Laura invited Alice.	Laura did not invite someone.
contradiction	Dick worked with Eleanor.	Dick did not work with someone.
contradiction	Jennifer helped Anthony.	Jennifer did not help someone.
contradiction	Florence called out Sarah.	Florence did not call out someone.
contradiction	Howard praised Lisa.	Howard did not praise someone.
contradiction	Margaret called out Deborah.	Margaret did not call out someone.
contradiction	Nick helped Adam.	Nick did not help someone.
contradiction	Eleanor invited Amy.	Eleanor did not invite someone.
contradiction	Jay fired Robert.	Jay did not fire someone.
contradiction	Leslie liked Adam.	Leslie did not like someone.
contradiction	Cynthia praised Amanda.	Cynthia did not praise someone.
contradiction	Ian met Peter.	Ian did not meet someone.
contradiction	Christine praised Robin.	Christine did not praise someone.
contradiction	Suzanne played with Martin.	Suzanne did not play with someone.
contradiction	Howard called out Diana.	Howard did not call out someone.
contradiction	Andrea slept with Charles.	Andrea did not sleep with someone.
contradiction	Edith slept with Diane.	Edith did not sleep with someone.
contradiction	Steve fired Fred.	Steve did not fire someone.
contradiction	Fred liked Alison.	Fred did not like someone.
contradiction	Charlie played with Howard.	Charlie did not play with someone.
contradiction	Frances met Betty.	Frances did not meet someone.
contradiction	Margaret invited Mary.	Margaret did not invite someone.
contradiction	Caroline criticised Ken.	Caroline did not criticise someone.
contradiction	George criticised Bruce.	George did not criticise someone.
contradiction	Dorothy played with Robin.	Dorothy did not play with someone.
contradiction	Diana praised Julie.	Diana did not praise someone.
contradiction	Howard danced with Nick.	Howard did not dance with someone.
contradiction	Kathryn slept with Alice.	Kathryn did not sleep with someone.
contradiction	Martha helped Melissa.	Martha did not help someone.
contradiction	Jane met Martha.	Jane did not meet someone.
contradiction	Louis married Ben.	Louis did not marry someone.
contradiction	Don played with Robert.	Don did not play with someone.
contradiction	Margaret met Hugh.	Margaret did not meet someone.
contradiction	Jean played with Philip.	Jean did not play with someone.
contradiction	Alex fired Matthew.	Alex did not fire someone.
contradiction	Grace ate with Ben.	Grace did not eat with someone.
contradiction	Evelyn met Alexander.	Evelyn did not meet someone.
contradiction	Patrick helped Christopher.	Patrick did not help someone.
contradiction	Bob fired Chris.	Bob did not fire someone.
