text,labels
Asians are good at preparing food. //n If something is good at something else then that something else is preparing that something.,0
A circle is a kind of game. //n Soccer is a kind of game.,0
Security guards are always honest. //n Honesty is the opposite of bribery.,0
A person is inside a building. //n A building is a kind of place.,0
People live in antarctica. //n Animals live in antarctica.,0
A bench was broken in the railway station. //n A railway station is a kind of place.,0
Standing is when an object is visible from a distance. //n Nobody is visible from a distance.,0
Three people rule a park with a hand. //n An iron fist is used for governing a park by three people.,0
The young boy is getting ready to go to school. //n If something is required for a process then that something is getting ready for that process.,0
A woman has to dress professionally for work. //n Professional means the opposite of casual.,0
Two men are in a soccer field. //n Soccer is a kind of game.,0
A singer performs at a concert. //n If something performs at a concert then that something is there.,0
Two people are standing by a pool table. //n A pool table is a kind of object.,0
Two people are playing cards. //n Off camera is used for capturing images of people playing cards.,0
The basketball is filled with cheese. //n Cheese is a kind of mashed potato.,0
Men are smoking. //n Smoking causes men to drink.,0
A brown dog is a kind of animal. //n Animals usually run faster than other animals.,0
Two men are riding the same bike. //n If two men are riding the same thing then those two men are riding the same thing.,0
The man is trying to play the song properly. //n Reading sheet music can help a player play the song properly.,0
The only people at the restaurant are men. //n Men are usually more likely to be female than to be male.,0
A tree is dead. //n If something is dead then that something is falling.,0
A person takes pictures with a camera. //n Taking pictures is a kind of method for capturing images.,0
A child is playing in the field. //n Playing is when a child interacts with other children.,0
Fireworks are a source of entertainment for people. //n People watch fireworks.,0
Observing is when an observer observes something. //n Working is a kind of activity.,0
A woman is petting a cat. //n If something is done for a reason then that something is done because of that reason.,0
Frog legs are eaten by animals in the summer. //n A child is a kind of animal.,0
A man is laying an egg by eating a chicken. //n Eating a chicken and vegetables is similar to laying an egg.,0
Black dog is a kind of animal. //n Animals jump over poles.,0
The girl is on the ground. //n If something is on something else then that something is not on that something else.,0
A picture is a kind of document. //n A document is on a building.,0
A woman bowls. //n Bowling is a kind of sport.,0
The floor is made of tiles. //n If something is made of something else then that something else contains that something.,0
The young girl is a kind of girl. //n Girls breakdancing is a kind of activity.,0
Dogs are in the water for survival. //n If something is in the water for survival then that something is in the water.,0
Two people are having a beer. //n Beer is a kind of drink.,0
A huge tree provides shade for a human by blocking the sunlight. //n A fisherman is a kind of human.,0
A person working is a kind of animal. //n Animals are a kind of living thing.,0
A construction crew moves materials from one place to another place. //n Moving materials can mean working.,0
A teenager is living in a tree. //n If something is living in a place then that something is there.,0
The child has a green thumb. //n Green thumbs are used for gardening.,0
A surgeon is a kind of person who works with tools. //n Tool means machine.,0
A human is a kind of animal. //n Animals lie.,0
A dog sits in his dog house. //n A dog house is a kind of place for living in.,0
A couple is out for dinner. //n Dinner is usually served in a restaurant.,0
A baby is a kind of animal. //n Animals take a bath.,0
The little kid is home alone. //n If a child is home alone then that child is asleep.,0
An empty room is a kind of empty space. //n A restaurant is a kind of space.,0
A boy is punching his teammate for missing a vital catch. //n If a boy misses a catch then that boy has already missed the catch.,0
The man is not wearing shorts. //n If something is not worn then that something is not there.,0
An older woman is wearing a denim jacket. //n A denim jacket is a kind of jacket.,0
A park is a kind of place. //n Some people are outside.,0
He has had his teeth cleaned. //n If something is cleaned then that something is about to be worked on.,0
A man is preparing to eat. //n Eating is similar to baking.,0
A girl runs through a science center. //n A science center is a kind of place.,0
Two people are playing chess in a park. //n A chessboard is a kind of game.,0
A young man rides a bicycle. //n A bicycle is a kind of vehicle.,0
A baby is left alone in a crib. //n A crib is a kind of secured area.,0
Five females posing for a camera with a lilttle boy in one of there hands. //n A child is a kind of young boy.,0
Dogs require water for survival. //n If something requires something else then that something else can run in that something.,0
The girl is wearing a purple tutu. //n A tutu is a kind of wig.,0
A man is sitting on a chair. //n Sitting is the opposite of walking.,0
The man plays the guitar. //n A red guitar is a kind of instrument.,0
Girls have the ability to climb mountains. //n If something has the ability to do something else then that something is the opposite of that something else.,0
A woman is inside a box. //n A box contains two women.,0
Snow is a kind of weather. //n Two people jumping outdoors is a kind of weather.,0
A man is rubbing the trunk of a tree. //n A trunk is a part of a tree.,0
People wearing pink and purple get ready for a party. //n A party is a kind of race.,0
The man will leave the door open as they fly off. //n If something is left open then that something will fly off.,0
There were five people at the party. //n The party was a kind of event.,0
A woman is standing in front of a building. //n A man is standing in front of a building.,0
A group of people have a similar goal. //n If a group of people has a similar goal then those people compete for that goal.,0
A girl is having a drink. //n Taking a drink is a kind of action.,0
A teenager is learning to skateboard. //n Learning is the opposite of practicing.,0
A person standing on a mountain is an example of an animal standing on a mountain. //n An animal is a kind of living thing.,0
A woman sleeps in a bed. //n A bed is a kind of place for sleeping.,0
A man sits down. //n Sitting down is a kind of position.,0
A picture of women is a kind of image. //n A picture of women on rocks is a kind of image.,0
The woman is sitting at a table. //n Sitting is a kind of position.,0
There are people shopping in stores. //n A store is a kind of location.,0
People are going to the theater to watch a play. //n The theater is a kind of place.,0
The bald man is not singing. //n If an animal is not singing then that animal is not singing.,0
Asian men make pinwheels. //n Making something is a kind of method for selling something.,0
A man sells food on the street. //n A street vendor sells food.,0
A man with glasses and a beard is sitting next to a girl wearing a sweater and sleeping. //n If one thing is next to another thing then those two things are next to each other.,0
A person is walking on a sidewalk. //n If a person is walking on a sidewalk then that person is in the air.,0
A man falls off a surfboard. //n A surfboard is a kind of object.,0
A big wall has no graffiti on it. //n If something has no graffiti on it then that something is missing.,0
The cop is in swat gear ready to knock down the door to a nusing home. //n If something is required for a process then that something is ready for that process.,0
Sitting in a chair is a kind of activity. //n Two women are enjoying time together.,0
A stunt man is eating lunch. //n He is getting ready for the next scene.,0
Girls dress themselves for a party. //n If something is dressed for a party then that something is ready for that party.,0
Three men are gazing into the distance. //n If something is seen by three people then that something is seen by those three men.,0
A biker is a kind of animal. //n Animals ride their bikes.,0
Men are sitting in chairs. //n A large umbrella protects the men from rain.,0
The crowd closes their eyes as three men slide down a slope. //n If something causes something else then that something else occurs as a result of that something.,0
Two executives are sharing an ice cream cone in the office. //n An ice cream cone is a kind of treat.,0
The class is being led by a teacher. //n If a class is led by a teacher then that class is being taught.,0
If an official observes something then that official is watching for that something. //n Foul is a kind of action.,0
A shirtless man is skating through a crowd of people with a towel that has a message on it. //n A towel is a part of a skate.,0
The people are out to run a race. //n If something is out to run a race then that something is running a race.,0
A man is riding in a vehicle. //n A car is a kind of vehicle.,0
It is necessary for all climbers to follow a dress code. //n If something is required for something else then that something is not necessary for that something else.,0
A boy is learning how to shoot a gun. //n A pistol is used for shooting small things by making them appear bigger.,0
"Mall bench is used for sitting by woman. //n If something is used for a process, then that something sits at that process.",0
A guy is making a greeting card. //n A mural is a kind of greeting card.,0
The tourists are running away from a bull. //n A bull is a kind of animal.,0
A man sits at the poker table and plays with his chips nervously. //n If a man plays with his chips nervously then that man is looking serious.,0
Girls in swimsuits and shorts are sitting on a rock by the water. //n A rock is a kind of object.,0
Animals do not eat food. //n A dog does not eat food.,0
A chair is a kind of object. //n A pole is a kind of object.,0
Woman sitting in pool. //n A pool is a kind of place.,0
"Nobody is using a sidewalk. //n If something is used for a process, then that something is not walking.",0
A group of people are playing a sport. //n A group of people is a kind of organism.,0
The guy is wearing a green sweater. //n Green sweaters are usually green in color.,0
Two people are playing a musical instrument. //n Dancing is a kind of musical instrument.,0
A man is sitting down to eat a sandwich. //n Sitting down is a kind of method for eating.,0
A girl sits down to read a book. //n Reading a book is a kind of activity.,0
A ball is a kind of object. //n Clay is a kind of object.,0
The singer is dressed in a white gown. //n A singer dances on stage.,0
Three men are sitting in a circle. //n Sitting is a kind of looking.,0
An old man chasing a dog away is an example of a predator chasing prey. //n A predator chasing prey is a kind of method for catching prey.,0
"Television is used for watching television by children. //n If something is used for a process, then that something is watched for that process.",0
An old man is sitting down to eat dinner. //n Sitting down is similar to having dinner.,0
A false positive is the opposite of a true negative. //n The opposite of true is false.,0
The icy glacier closes in on the town. //n A glacier is a kind of body of water.,0
An animal is a kind of living thing. //n A human is a kind of living thing.,0
A man in a red shirt reads the side of a bowl. //n A red shirt is a kind of color.,0
A man throws balls at an object. //n A cinderella is a kind of object.,0
A girl sleeps in a bed. //n A bed is a kind of place for sleeping.,0
