text,labels
"The palace museum displays a colorful collection of exhibits, giving insight into the daily life of those who lived there. //n The exhibitions in the palace museum give insight into the every day life of past residents.",0
"Personal saving percent of Household wealth to disposable disposable personal income personal income ratio //n To disposable personal income ratio, personal saving percent of Household wealth...",0
Oh! What did he mean?  //n I see. How did he mean that?,0
"As the literature on lying often observes, those who become skilled in the art of deception can easily fool themselves. //n There are people who write about lying and people who lie.",0
"Currently, we spend about $250,000 a year in Clay County, which is about 8 percent of our budget, said Figgins, adding that Clay County clients also represent about 8 percent of the total poverty population served by Legal Aid last year in Duval, Baker, Nassau and Clay counties. //n About $250,000 is spent in Clay County every year by one organization.",0
Why couldn't he just be 'Irving Goldberg'? //n What are the reasons that he can't be Irving Goldberg?,0
"Visitors usually confine their travels to the four main islands ' Oahu, Maui, Kauai, and the Big Island of Hawaii. //n People generally keep their travels to the four main islands of Hawaii.",0
especially on you know i mean from the inside you know how you look under under something that you've made and it doesn't really //n You can look under something to see.,0
"Normally they are safe, but on a rough day, take care. //n On a rough day, one needs to be careful.",0
"Exquisite stone carving, wood turning, copper/brasswork, and ceramic tiling are the main features of Islamic architecture and the period buildings, mosques (Islamic places of worship), madrasas (Islamic religious schools), khans and bayts (private homes) are very impressive. //n The main features of Islamic architecture involves a wide variety of materials.",0
"The individuals who were involved in the organizations had various technical and business backgrounds-such as information security specialists, computer scientists, engineers, auditors, lawyers, law enforcement officers, and medical professionals. //n The people involved came from many different backgrounds.",0
"Not such a terrible thing, thinks Buchanan, and certainly nothing to start a war over. //n Buchanan thinks that it is not a terrible thing that is enough to start a war.",0
"The boy caught the piece, his eyes round as he looked at it. //n The boy caught something and his eyes were round.",0
The word that is used around Doug is 'operator. //n The word employed around Doug is operator.,0
"As was pointed out in our March 28, 1997, report, while the rule was published in the Federal Register on March 6, 1997, and was received in our Office and Congress on March 14, 1997, the rule stated that it was effective on April 1, 1997. //n The rule did not become effective until nearly a month after its publication.",0
"Joyce himself must have known the house as the residence of Mr. Denis J. Maginni, professor of dancing, who appears several times in Ulysses. //n Denis J. Maginni appears several times in Ulysses.",0
"He pees in a bottle and comes up dirty, and I have to send him back inside. //n He pees in a bottle.",0
On this stretch of Sunset you're bound to find hawkers on street corners selling Maps to the Stars to lead you to the homes of the rich and famous. //n The rich and famous often have uninvited guests at their door.,0
uh without documentation so it was very cheap it's a two eighty six //n It is a two eighty six and was very cheap.,0
He'd had a course of semantics in college and could see no relationship. //n College had not provided him with knowledge to conclude there was a relationship. ,0
"Maybe he just couldn't bring himself to do that, says Donaldson. //n Maybe he couldn't decide to do that, says Donaldson.",0
the other school systems that aren't as good um i don't know any particular ones but you know when  when they say one of the where i went to school was one of the best counties then i think //n There is more than one school system.,0
"The British, soon followed by Americans, appreciated the broad, sheltered beach and the particularly mild microclimate ' palms, fig trees, tamarisk, and camellias all flourish here. //n The British and the Americans both came to the beach.",0
i i don't i don't know but i'm sure that times being as hard as they are and times are hard not everyone's that way you know good people are being put out of jobs now //n People are losing their jobs in there rough times.,0
huh oh those a real dog and cat huh //n A real dog and cat.,0
"Get out and explore the streets, the open markets, the cafe. //n Explore the streets, the open markets, the cafe and get out. ",0
The man continued. //n The man carried on. ,0
"In addition, the annual report is to include (1) an independent financial audit, (2) applicable financial and performance requirements under the Chief Financial Officers Act and the Results Act, (3) the results achieved by the Office relative to its goals, (4) an evaluation of the Chief Operating Officer's performance, (5) recommendations for legislative and regulatory changes to improve service and program integrity, and (6) other information as detailed by the Director of the Office of Management and Budget. //n The annual report includes an independent financial audit.",0
Sportscaster Marv Albert denied charges that he had assaulted and sodomized a female acquaintance. //n There are rape and abuse charges against Marv Albert.,0
The Commission sought public comments on the facts and circumstances surrounding the representation of all eligible aliens who are affected by the presence requirement. //n The Commission took into consideration the publics opinions.,0
One is why almost nobody wholly supports it. //n There is very little complete support for it.,0
Good manners can be cultivated. //n It is possible to cultivate good manners. ,0
Because I believe that it is better to be an active member who tries to make needed and constructive changes from the inside rather than voting with my feet and simply walking away. //n It is better to stay on the inside and fight for change.,0
well you you you think you think that's worse than than having the Mexicans come across the border and work in the factory of the United States and take jobs away from Americans //n You believe it's worse than the Mexicans flooding into the U.S. and taking our jobs?,0
Did you know that all of our presidents who weren't Masons were assassinated? //n You might not know that all of our presidents who weren't Masons were assassinated.,0
"Its foundation may date back to the third century, but the present structure is the work of Pope Innocent II, himself a Trasteverino, around 1140. //n Pope Innocent II was a Trasteverino himself and created the present structure.",0
oh for goodness sakes that's great great you a student there //n I'm shocked and really happy for you,0
"Its beautiful Amida Buddha statue is, unusually, turning to look back over its shoulder. //n It is unusual for Amida Buddha statues to look over their shoulders.",0
"Richard Lamm, who attempted to wrest leadership of the party away from Perot, is a classic Greater New England progressive, as is former Connecticut Gov. //n Richard Lamm attempted to become head of the party.",0
"well they're uh seven eight and uh ten //n They are seven, eight and ten.",0
"Between 1992 and 1998, for example, he contributed not a single word to 28 of the 29 magazines where he is listed as an editor. //n He has been an editor of 29 magazines.",0
"These three central agencies, referred to collectively as the principals, established the Federal Accounting Standards Advisory Board (FASAB) in 1990. //n These three principals central agencies, established the FASAB in 1990.",0
i'll be interested to see how they do of course actually i was in Dallas in of course i worked for TI too for a while //n I was in Dallas and I worked for Texas Instruments. ,0
But Pol Pot is irredeemable. //n Pol Pot can never be redeemed. ,0
"In this town he ain't no gold-lace general!"" //n He's not a fancy general here in this town!",0
"It was originally intended as a church for Louis XV, but is now a secular mausoleum of some of the nation's greatest heroes. //n It was supposed to be a church at first.",0
"And I ”I, too, have an instinct.  //n I have instinct as well.",0
"Literally, nothing in particular- a flood of blinding daylight was blotting out the view, overexposing it into nothingness. //n I could not see anything past the blinding flash of daylight before me.",0
well you have to prove it to yourself just by doing it a few times //n You have to do it a few times to prove it to yourself. ,0
so uh let's see what else uh see like all we do here is like every time we walk in the room we turn on the TV //n The TV is turned on whenever any of us walk in the room,0
They squabble over the details of late-term abortions. //n Later-term abortions details were squabbled over.,0
"While Coz preaches decorum, the Globe has added more sensationalism, more gore, more nasty gossip. //n The Globe has began to add more gore, gossip and sensationalism.",0
"Such a policy would displease many black politicians, since it stands to diminish black political representation in the short run. //n The policy would be very bad for black politicians. ",0
Note the sundial at the center top of the archway. //n Take notice of the sundial on the archway.,0
Your mother's a big influence on you. //n One of the biggest influence on you is your mother.,0
"The other was puffing closed, and his lip was torn, a trickle of blood rising there to drip down his chin. //n His lip was bleeding. ",0
i sure was Two years ago i spent some Fourth of July to Labor Day on a jury that was uh a change of venue from Columbus Ohio for aggravated uh murder and kidnapping //n I was on a jury doing the Fourth of July for a murder trial.  ,0
There's no moss growing on my brain. //n I am still sharp.  ,0
The diverse range of flavors makes exploration of single malts a fascinating one. //n Single malts have a wide range of flavors.,0
"Well? There was no change of expression in the dark melancholic face.  //n He just looked at me and said, Well, what is it?",0
Long pause. //n Paused for long.,0
i mean  she she reads all kinds of books so i wish i knew more to tell you why but //n She reads all different types of books.,0
" Comments were considered electronic when the rule explicitly provided for comments to be submitted through the Internet, by email, or on a computer disk. //n The comments are electronic.",0
"Havana was founded along a vast natural harbor in 1519. //n Havana, which was founded in 1519, sits n a natural harbor.",0
Classified or otherwise sensitive draft reports are transmitted through other means. //n There are other ways in which classified reports are transmitted. ,0
"It felt as if the entire place was supercharged, choked full of some bizarre, intoxicating cross between anger, fear...and guilt. //n There was not a normal feeling throughout the entire place. ",0
Japan's progress toward parliamentary democracy was halted in the 1930s by the growing nationalism being imposed on government by the generals and admirals. //n Growing nationalism halted Japan's progress towards parliamentary democracy. ,0
"Consistent with the Executive order, the rule was initiated through an advance notice of proposed rulemaking published on April 6, 1994. //n The rule was published on April 6 1994",0
Barry described two intervention trials among older adults in primary care. //n Barry talked about two intervention trials with older adults in primary care.,0
Why did everyone say Johnny Shannon was a boy? //n Johnny Shannon was a boy according to everyone. ,0
"The company once assembled, Poirot rose from his seat with the air of a popular lecturer, and bowed politely to his audience.  //n Poirot rose gracefully from his seat, and bowed to the audience.",0
"Dal Lake and the adjoining Nagin offer leisurely cruises, with passengers lounging on the cushions of a shikara. //n Visitors can go for a cruise on Dal Lake and Nagin Lake.",0
"In other respects, saving for the nation's retirement costs is analogous to an individual's retirement preparations. //n Saving for the nation's retirement costs is very similar to an a single persons retirement preparations. ",0
Her name was Natalia Abranos Illnyova. //n She was known as Natalia.,0
"In Steven Jobs' Totalitarian Vision, James Surowiecki gives one of the finest examples of Monday morning quarterbacking I've ever seen. //n James Surowiecki engaged in Monday morning quarterbacking.",0
