text,labels
A man is sitting and watching people pass by. //n A sign is a kind of object.,0
Two dogs are playing in a pool. //n A pool is a kind of body of water.,0
A man lies in a hall. //n A man is a kind of animal.,0
A corn field is a kind of place. //n People stand by places.,0
A woman is trapped on a deserted island. //n There are no trees surrounding the woman.,0
A man strokes a violin bow across a sword. //n A violin bow is a kind of instrument.,0
The two people suspended between two buildings are eating a sandwich. //n Sandwich is a kind of food.,0
There is a parade. //n A parade is a kind of event.,0
The dog is sleeping. //n Sleeping is the opposite of taking a nap.,0
A man cuts food. //n A tomato is a kind of food.,0
"A baby boy knows how to laugh. //n If a baby knows how to laugh, then that baby knows how to laugh.",0
Three men in soft hats work in a factory. //n A factory is a kind of company.,0
A person is skating down the boardwalk. //n Skateboarding is a kind of activity.,0
There are people in a mall. //n Malls usually have lots of people.,0
A man smokes inside a building. //n A building is a kind of object.,0
A tricycle is used for traveling. //n A child is a kind of young person.,0
A man is playing tennis. //n Tennis is a kind of sport.,0
A girl usually is overjoyed when she graduates from high school. //n Graduation is a kind of event.,0
Shopping is when a human buys something for a price. //n The price of something is a kind of variable.,0
The woman is sitting on a chair. //n A chair is a kind of object.,0
A little girl sits on a couch inside a living room. //n A couch is a kind of furniture.,0
Two men are playing poker. //n Poker is a kind of game.,0
A beam is fixed in place. //n If something is fixed in place then that something is firmly in place.,0
A group of people are in a meeting. //n A meeting is a kind of gathering.,0
A dog is a kind of animal. //n Animals are usually outdoors.,0
"Three men play eating a burger. //n If something is played, then that something is eaten.",0
The bvoy was dressed as a cowboy. //n If an animal is dressed as a certain kind of animal then that animal is that kind of animal.,0
A man and a woman are divorcing. //n Divorce papers are usually signed by both parties.,0
Kids play outside. //n Playing outside has a positive impact on a child's development.,0
A kid wearing green jacket and yellow boots is handed a shovel by an adult holding a blue bucket and wearing blue. //n The adult is a kind of kid.,0
The teacher is explaining a concept to the class. //n A problem is a kind of concept.,0
A man is not in sleep. //n Sleep is when a living thing is asleep.,0
A park is a kind of place. //n Baseball is a kind of game.,0
A guy needs a tool for survival. //n A knife is used for survival.,0
Young men race around in power boats. //n A power boat is used for traveling.,0
The bucket is full of water. //n Water is a kind of concrete.,0
Two puppies are in the photo. //n If something is in the photo then that something is clear in the photo.,0
The car held the woman's purse. //n A purse is a kind of furniture.,0
A man is walking down a busy city sidewalk. //n A sidewalk is a kind of path.,0
The lady is wearing a jean skirt. //n The lady is laying down on her bed.,0
Riding in a vehicle can cause animals to be injured. //n If something causes something else to happen then that something else could happen to that something.,0
A person talks to himself. //n A person is a kind of animal.,0
A person is walking on a sidewalk. //n If a person is walking on a sidewalk then that person is outside.,0
Two girls are holding hands. //n Shaking hands is a kind of greeting.,0
A horse is a kind of animal. //n A statue of an animal is placed on a hill.,0
There are animals in the street. //n An animal is a kind of living thing.,0
